,league,date,teamHome,teamAway,goalsHome,goalsAway,result,shotsHome,shotsAway,shotsTargetHome,shotsTargetAway,oddsHome,oddsDraw,oddsAway,oddsUnder25,oddsOver25,season,round,pointsHome,pointsAway,avgGoalsHome,avgGoalsAway,avgGoalsAgainstHome,avgGoalsAgainstAway,avgPointsHome,avgPointsAway,avgGoalsHomeAllTeams,avgGoalsAwayAllTeams,anticipatedGoalsHomeAverage,anticipatedGoalsAwayAverage
383,Example2,2001-03-03,Club4,Club5,2,1,H,,,,,1.74,3.37,4.15,2.0,1.68,2000/2001,second,3,0,1.4705882352941178,1.588235294117647,1.8823529411764706,1.3529411764705883,1.411764705882353,1.4705882352941178,1.6187989556135765,1.140992167101826,1.4570342497312236,1.3027568729841787
384,Example2,2001-03-03,Club6,Club3,0,2,A,12.0,14.0,3.0,8.0,6.62,3.65,1.52,1.76,1.99,2000/2001,second,0,3,1.588235294117647,1.5294117647058822,1.588235294117647,0.5882352941176471,1.5294117647058822,1.8235294117647058,1.619791666666666,1.1406249999999982,1.3844975490196072,1.375919117647057
385,Example3,2001-03-03,Squad12,Squad1,2,0,H,,,,,2.01,3.24,3.41,1.85,1.89,2000/2001,second,3,0,1.0625,2.0588235294117645,1.5625,1.1176470588235294,1.0,2.1176470588235294,1.615584415584415,1.142857142857141,1.2552902979373561,1.5031512605042
386,Example3,2001-03-03,Squad13,Squad11,3,0,H,10.0,5.0,7.0,1.0,1.29,5.4,9.72,2.16,1.68,2000/2001,second,3,0,1.411764705882353,1.1764705882352942,1.8235294117647058,1.2941176470588236,1.1764705882352942,1.2352941176470589,1.6165803108808283,1.139896373056993,1.5430508991161225,1.213425784821699
387,Example3,2001-03-03,Squad14,Squad10,0,2,A,23.0,11.0,5.0,7.0,2.46,3.28,2.96,1.85,1.95,2000/2001,second,0,3,1.5,1.375,1.3125,1.3125,1.1875,1.125,1.6201550387596892,1.136950904392763,1.6514050387596892,1.105700904392763
388,Example3,2001-03-03,Squad15,Squad9,3,0,H,13.0,6.0,5.0,1.0,1.32,4.96,8.9,2.17,1.65,2000/2001,second,3,0,1.3529411764705883,1.3529411764705883,1.3529411764705883,0.7058823529411765,1.3529411764705883,1.5294117647058822,1.6159793814432983,1.139175257731957,1.4542146755609453,1.30093996361431
389,Example3,2001-03-03,Squad2,Squad7,0,4,A,,,,,6.96,3.74,1.49,1.76,2.03,2000/2001,second,0,3,1.411764705882353,1.3529411764705883,1.2941176470588236,1.5294117647058822,1.588235294117647,1.3529411764705883,1.6195372750642667,1.136246786632389,1.6930666868289725,1.0627173748676833
390,Example3,2001-03-03,Squad4,Squad5,2,1,H,25.0,8.0,9.0,6.0,2.37,3.06,3.13,1.63,2.23,2000/2001,second,3,0,1.2352941176470589,1.1176470588235294,1.7058823529411764,1.6470588235294117,1.3529411764705883,1.0588235294117647,1.6153846153846148,1.143589743589742,1.6300904977375559,1.1288838612368008
391,Example3,2001-03-03,Squad6,Squad3,3,1,H,20.0,10.0,7.0,7.0,2.7,3.08,2.68,1.65,2.18,2000/2001,second,3,0,1.2352941176470589,1.4705882352941178,1.2352941176470589,1.1764705882352942,1.411764705882353,1.7058823529411764,1.6163682864450122,1.1432225063938604,1.5428388746803063,1.2167519181585662
392,Example1,2001-03-03,Team12,Team1,2,4,A,10.0,7.0,5.0,5.0,1.76,3.57,4.97,1.7,2.14,2000/2001,second,0,3,1.0625,1.411764705882353,1.625,1.411764705882353,1.0625,1.6470588235294117,1.6198979591836729,1.1428571428571412,1.4792729591836729,1.2834821428571412
393,Example1,2001-03-03,Team13,Team11,0,1,A,,,,,2.01,3.33,3.64,1.67,2.13,2000/2001,second,0,3,1.7058823529411764,1.6470588235294117,1.2941176470588236,0.8235294117647058,1.8235294117647058,2.1176470588235294,1.6208651399491087,1.1501272264631028,1.5179239634785204,1.2530684029336912
394,Example1,2001-03-03,Team14,Team10,2,2,D,,,,,1.8,3.44,3.95,1.83,1.93,2000/2001,second,1,1,0.75,1.625,1.125,1.9375,1.3125,1.5,1.6167512690355323,1.1497461928933996,1.6011262690355323,1.1653711928933996
395,Example1,2001-03-03,Team15,Team9,0,0,D,12.0,14.0,1.0,5.0,2.56,2.98,3.14,1.53,2.53,2000/2001,second,1,1,1.2352941176470589,1.1764705882352942,1.4705882352941178,1.5294117647058822,1.1764705882352942,0.9411764705882353,1.6177215189873413,1.1518987341772138,1.6471332836932235,1.1224869694713315
396,Example1,2001-03-03,Team2,Team7,1,0,H,13.0,7.0,7.0,4.0,2.83,3.08,2.57,1.49,2.55,2000/2001,second,3,0,0.7058823529411765,1.0,1.5294117647058822,1.2941176470588232,0.8823529411764706,1.0,1.613636363636363,1.1489898989898975,1.4812834224598925,1.281342840166368
397,Example1,2001-03-03,Team4,Team5,3,1,H,21.0,14.0,8.0,4.0,1.55,3.9,6.03,2.12,1.69,2000/2001,second,3,0,1.3529411764705883,2.0,1.1764705882352942,1.1176470588235294,1.3529411764705883,1.3529411764705879,1.612090680100755,1.1460957178841293,1.435620091865461,1.3225663061194235
398,Example1,2001-03-03,Team6,Team3,1,2,A,11.0,7.0,3.0,4.0,2.33,3.32,3.06,1.84,1.97,2000/2001,second,0,3,1.3529411764705883,1.8235294117647058,1.1764705882352942,1.411764705882353,1.8235294117647058,1.7647058823529411,1.6155778894472357,1.145728643216079,1.556754360035471,1.2045521726278436
399,Example2,2001-03-13,Club1,Club11,1,0,H,15.0,6.0,9.0,2.0,1.4,4.45,8.43,2.08,1.74,2000/2001,second,3,0,1.2777777777777777,2.0555555555555554,1.4444444444444444,1.2222222222222223,1.2777777777777777,1.7777777777777777,1.6140350877192977,1.1478696741854622,1.3640350877192977,1.3978696741854622
400,Example2,2001-03-13,Club10,Club12,1,0,H,6.0,14.0,2.0,4.0,1.9,3.67,4.07,2.18,1.7,2000/2001,second,3,0,1.2941176470588236,1.2352941176470589,1.0,1.588235294117647,1.4705882352941178,0.9411764705882353,1.6124999999999994,1.1449999999999985,1.7742647058823522,0.9832352941176455
401,Example2,2001-03-13,Club3,Club4,1,0,H,17.0,6.0,4.0,1.0,1.68,3.8,5.05,1.93,1.85,2000/2001,second,3,0,1.5555555555555556,1.5,0.5555555555555556,1.8333333333333333,1.8888888888888888,1.5,1.610972568578553,1.1421446384039884,1.9443059019118862,0.8088113050706551
402,Example2,2001-03-13,Club5,Club2,4,0,H,17.0,5.0,11.0,2.0,1.63,3.9,5.15,2.02,1.75,2000/2001,second,3,0,1.5555555555555556,1.3888888888888888,1.3888888888888888,1.3333333333333333,1.3888888888888888,1.5555555555555556,1.6094527363184075,1.139303482587063,1.6372305140961854,1.111525704809285
403,Example2,2001-03-13,Club7,Club15,2,2,D,,,,,2.84,2.93,2.45,1.69,2.08,2000/2001,second,1,1,1.2777777777777777,1.2222222222222223,1.0555555555555556,1.7222222222222223,1.2777777777777777,1.2777777777777777,1.6153846153846148,1.1364764267990057,1.7959401709401703,0.9559208712434502
404,Example2,2001-03-13,Club8,Club14,0,1,A,10.0,18.0,1.0,3.0,8.94,4.91,1.38,2.13,1.71,2000/2001,second,0,3,1.411764705882353,1.1176470588235292,1.1764705882352942,1.5294117647058822,1.588235294117647,1.0,1.6163366336633658,1.138613861386137,1.7781013395457188,0.9768491555037839
405,Example2,2001-03-13,Club9,Club13,3,4,A,14.0,15.0,7.0,7.0,2.55,3.3,2.71,1.89,1.89,2000/2001,second,0,3,1.2777777777777777,1.3888888888888888,1.4444444444444444,2.1666666666666665,1.3333333333333333,0.7222222222222222,1.6123456790123452,1.13827160493827,1.7651234567901228,0.9854938271604923
406,Example3,2001-03-13,Squad1,Squad11,1,1,D,,,,,1.8,3.37,4.12,2.02,1.71,2000/2001,second,1,1,1.9444444444444444,1.1111111111111112,1.1666666666666667,1.3888888888888888,2.0,1.1666666666666667,1.615763546798029,1.1453201970443332,1.8796524356869178,0.8814313081554443
407,Example3,2001-03-13,Squad10,Squad12,1,2,A,12.0,12.0,4.0,3.0,3.06,3.44,2.33,2.0,1.83,2000/2001,second,0,3,1.411764705882353,1.1176470588235294,1.2352941176470589,1.4705882352941178,1.2352941176470589,1.1176470588235294,1.6142506142506137,1.1449631449631432,1.7466035554270842,1.0126102037866727
408,Example3,2001-03-13,Squad3,Squad4,2,1,H,,,,,2.24,3.23,2.84,2.07,1.63,2000/2001,second,3,0,1.4444444444444444,1.2777777777777777,1.2777777777777777,1.6666666666666667,1.6111111111111112,1.4444444444444444,1.612745098039215,1.1470588235294101,1.7516339869281041,1.008169934640521
409,Example3,2001-03-13,Squad5,Squad2,1,1,D,11.0,13.0,3.0,8.0,1.66,3.71,5.54,1.76,2.05,2000/2001,second,1,1,1.1111111111111112,1.3333333333333333,1.6666666666666667,1.4444444444444444,1.0,1.5,1.6136919315403417,1.1466992665036657,1.5025808204292306,1.2578103776147769
410,Example3,2001-03-13,Squad7,Squad15,2,0,H,11.0,16.0,8.0,10.0,5.8,3.71,1.55,2.17,1.63,2000/2001,second,3,0,1.5,1.4444444444444444,1.4444444444444444,1.2777777777777777,1.4444444444444444,1.4444444444444444,1.612195121951219,1.1463414634146323,1.584417344173441,1.1741192411924102
411,Example3,2001-03-13,Squad8,Squad14,2,0,H,8.0,16.0,5.0,7.0,2.35,3.19,2.7,1.77,1.95,2000/2001,second,3,0,1.3529411764705883,1.411764705882353,1.411764705882353,1.3529411764705883,1.411764705882353,1.1176470588235294,1.6131386861313863,1.1435523114355213,1.5837269214255039,1.1729640761414037
412,Example3,2001-03-13,Squad9,Squad13,0,0,D,20.0,11.0,14.0,2.0,2.13,3.24,3.21,1.67,2.09,2000/2001,second,1,1,1.2777777777777777,1.5,0.8333333333333334,1.7222222222222223,1.4444444444444444,1.2777777777777777,1.614077669902912,1.1407766990291244,1.7807443365695788,0.9741100323624577
413,Example1,2001-03-13,Team1,Team11,0,0,D,9.0,13.0,4.0,1.0,2.79,3.66,2.37,2.52,1.5,2000/2001,second,1,1,1.5555555555555556,1.6111111111111112,1.4444444444444444,0.7777777777777778,1.7222222222222223,2.1666666666666665,1.6101694915254232,1.1380145278450344,1.4296139359698676,1.31857008340059
414,Example1,2001-03-13,Team10,Team12,3,0,H,,,,,1.45,3.88,6.74,1.99,1.76,2000/2001,second,3,0,1.6470588235294117,1.1176470588235294,1.9411764705882353,1.7647058823529411,1.4705882352941178,1.0,1.6062801932367143,1.13526570048309,1.6945154873543613,1.047030406365443
415,Example1,2001-03-13,Team3,Team4,1,0,H,16.0,7.0,7.0,2.0,2.16,3.38,3.26,1.93,1.87,2000/2001,second,3,0,1.8333333333333333,1.4444444444444444,1.3888888888888888,1.1666666666666667,1.8333333333333333,1.4444444444444444,1.609638554216867,1.132530120481926,1.6513052208835337,1.0908634538152593
416,Example1,2001-03-13,Team5,Team2,1,1,D,24.0,14.0,9.0,5.0,3.76,3.22,1.92,1.89,1.84,2000/2001,second,1,1,1.9444444444444444,0.7222222222222222,1.2222222222222223,1.4444444444444444,1.2777777777777775,1.0,1.6081730769230764,1.1298076923076907,1.9692841880341874,0.7686965811965797
417,Example1,2001-03-13,Team7,Team15,4,0,H,20.0,8.0,11.0,1.0,1.78,3.75,4.4,1.97,1.83,2000/2001,second,3,0,0.9444444444444444,1.1666666666666667,1.2777777777777775,1.3888888888888888,0.9444444444444444,1.1666666666666667,1.6067146282973617,1.1294964028776961,1.578936850519584,1.1572741806554738
418,Example1,2001-03-13,Team8,Team14,0,0,D,,,,,1.98,3.23,3.62,1.83,1.94,2000/2001,second,1,1,1.588235294117647,0.8235294117647058,1.588235294117647,1.1764705882352942,1.2941176470588236,1.2941176470588236,1.6124401913875592,1.126794258373204,1.7006754855052062,1.0385589642555568
419,Example1,2001-03-13,Team9,Team13,0,1,A,13.0,4.0,3.0,3.0,1.83,3.66,3.9,1.85,1.92,2000/2001,second,0,3,1.1111111111111112,1.6111111111111112,1.4444444444444444,1.2777777777777777,0.9444444444444444,1.7222222222222223,1.6085918854415269,1.1241050119331724,1.4419252187748601,1.290771678599839
420,Example2,2001-03-23,Club10,Club1,3,0,H,23.0,10.0,5.0,1.0,1.87,3.46,4.04,2.01,1.77,2000/2001,second,3,0,1.2777777777777777,1.263157894736842,0.9444444444444444,1.368421052631579,1.5555555555555556,1.368421052631579,1.6047619047619042,1.1238095238095218,1.7144110275689217,1.0141604010025043
421,Example2,2001-03-23,Club11,Club9,0,0,D,,,,,1.88,3.15,4.37,1.62,2.22,2000/2001,second,1,1,1.9473684210526316,1.368421052631579,1.2105263157894737,1.5789473684210527,1.6842105263157894,1.263157894736842,1.608076009501187,1.1211401425178127,1.844918114764345,0.8842980372546547
422,Example2,2001-03-23,Club12,Club8,2,2,D,24.0,15.0,9.0,3.0,3.28,3.29,2.25,1.75,2.08,2000/2001,second,1,1,1.1666666666666667,1.3333333333333333,1.5555555555555556,1.1666666666666667,0.8888888888888888,1.5,1.6042654028436014,1.1184834123222729,1.4653765139547126,1.2573723012111617
423,Example2,2001-03-23,Club13,Club7,2,1,H,13.0,7.0,4.0,3.0,1.46,4.54,7.17,2.02,1.79,2000/2001,second,3,0,1.5263157894736843,1.3157894736842106,2.210526315789474,1.105263157894737,0.8421052631578947,1.263157894736842,1.605200945626477,1.1205673758865229,1.3815167351001612,1.3442515864128386
424,Example2,2001-03-23,Club14,Club6,1,2,A,25.0,6.0,7.0,4.0,1.23,5.98,12.91,2.46,1.52,2000/2001,second,0,3,1.111111111111111,1.5,1.4444444444444444,1.6111111111111112,1.1111111111111112,1.4444444444444444,1.6061320754716977,1.1202830188679227,1.550576519916142,1.1758385744234783
425,Example2,2001-03-23,Club15,Club5,0,0,D,18.0,9.0,10.0,4.0,2.65,2.81,2.9,1.37,2.88,2000/2001,second,1,1,1.263157894736842,1.6842105263157894,1.736842105263158,1.3157894736842106,1.263157894736842,1.4736842105263157,1.6047058823529405,1.1223529411764688,1.3941795665634669,1.3328792569659424
426,Example2,2001-03-23,Club2,Club3,0,3,A,5.0,12.0,2.0,6.0,4.37,3.43,1.73,2.1,1.66,2000/2001,second,0,3,1.3157894736842106,1.5263157894736843,1.4736842105263157,0.5263157894736842,1.4736842105263157,1.9473684210526316,1.6009389671361498,1.119718309859153,1.3114652829256235,1.4091919940696793
427,Example3,2001-03-23,Squad10,Squad1,2,2,D,12.0,8.0,5.0,4.0,2.35,2.68,3.66,1.42,2.74,2000/2001,second,1,1,1.3888888888888888,1.894736842105263,1.2777777777777777,1.1578947368421053,1.1666666666666667,1.9473684210526316,1.5971896955503508,1.1241217798594827,1.4407569470123391,1.2805545283974944
428,Example3,2001-03-23,Squad11,Squad9,1,1,D,10.0,11.0,7.0,5.0,2.36,2.78,3.35,1.38,2.86,2000/2001,second,1,1,1.105263157894737,1.2105263157894737,1.368421052631579,0.7894736842105263,1.1578947368421053,1.4210526315789473,1.5981308411214947,1.1261682242990634,1.4270782095425474,1.2972208558780107
429,Example3,2001-03-23,Squad12,Squad8,0,0,D,14.0,13.0,2.0,2.0,2.37,3.58,2.9,2.16,1.72,2000/2001,second,1,1,1.1666666666666667,1.3888888888888888,1.4444444444444444,1.3333333333333333,1.2222222222222223,1.5,1.5967365967365963,1.1258741258741238,1.513403263403263,1.209207459207457
430,Example3,2001-03-23,Squad13,Squad7,1,0,H,,,,,2.21,3.43,2.75,1.8,1.97,2000/2001,second,3,0,1.4210526315789473,1.5263157894736843,1.631578947368421,1.368421052631579,1.263157894736842,1.5263157894736843,1.593023255813953,1.1232558139534863,1.5009179926560583,1.215361077111381
431,Example3,2001-03-23,Squad14,Squad6,2,1,H,19.0,11.0,6.0,4.0,4.87,4.03,1.63,2.22,1.64,2000/2001,second,3,0,1.3333333333333333,1.3333333333333333,1.3888888888888888,1.2222222222222223,1.0555555555555556,1.5,1.5916473317865425,1.1206496519721556,1.5499806651198758,1.1623163186388221
432,Example3,2001-03-23,Squad15,Squad5,2,3,A,12.0,18.0,4.0,10.0,4.0,3.35,1.98,1.64,2.22,2000/2001,second,0,3,1.368421052631579,1.105263157894737,1.3157894736842106,1.631578947368421,1.368421052631579,1.0,1.5925925925925921,1.1203703703703682,1.7373294346978552,0.9756335282651052
433,Example3,2001-03-23,Squad2,Squad3,1,1,D,11.0,11.0,9.0,5.0,3.66,3.27,1.9,1.89,1.83,2000/2001,second,1,1,1.3157894736842106,1.4736842105263157,1.4210526315789473,1.263157894736842,1.4736842105263157,1.6842105263157894,1.593533487297921,1.1247113163972264,1.5145861188768683,1.203658684818279
434,Example1,2001-03-23,Team10,Team1,1,1,D,,,,,1.89,2.95,4.04,1.56,2.11,2000/2001,second,1,1,1.7222222222222223,1.4736842105263157,1.8333333333333333,1.368421052631579,1.5555555555555556,1.6842105263157894,1.592165898617511,1.1244239631336383,1.538072331366049,1.1785175303851003
435,Example1,2001-03-23,Team11,Team9,1,1,D,,,,,1.53,3.73,6.25,1.81,1.99,2000/2001,second,1,1,1.5263157894736843,1.0526315789473684,0.7368421052631579,1.4210526315789473,2.1052631578947367,0.8947368421052632,1.590804597701149,1.1241379310344806,1.8802782819116752,0.8346642468239542
436,Example1,2001-03-23,Team12,Team8,4,1,H,,,,,1.24,5.0,9.97,1.83,1.91,2000/2001,second,3,0,1.0555555555555556,1.5,1.8333333333333333,1.5,0.9444444444444444,1.2777777777777777,1.5894495412844032,1.1238532110091721,1.3950050968399588,1.3182976554536165
437,Example1,2001-03-23,Team13,Team7,6,1,H,,,,,1.32,4.5,9.42,2.12,1.67,2000/2001,second,3,0,1.5789473684210527,1.105263157894737,1.2105263157894737,1.2105263157894732,1.7894736842105263,1.0526315789473684,1.5949656750572077,1.123569794050341,1.7133867276887864,1.0051487414187623
438,Example1,2001-03-23,Team14,Team6,1,0,H,16.0,18.0,9.0,8.0,1.67,3.52,5.02,1.7,2.06,2000/2001,second,3,0,0.7777777777777778,1.3333333333333333,1.1111111111111112,1.2222222222222223,1.2777777777777777,1.7222222222222223,1.6050228310502277,1.1232876712328745,1.4939117199391165,1.2343987823439857
439,Example1,2001-03-23,Team15,Team5,4,0,H,17.0,3.0,11.0,3.0,2.03,3.33,3.54,1.83,1.93,2000/2001,second,3,0,1.105263157894737,1.894736842105263,1.5263157894736843,1.2105263157894737,1.105263157894737,1.2631578947368418,1.6036446469248287,1.1207289293849636,1.3273288574511444,1.397044718858648
440,Example1,2001-03-23,Team2,Team3,2,2,D,,,,,2.21,3.39,2.8,1.94,1.82,2000/2001,second,1,1,0.7368421052631579,1.7894736842105263,1.4210526315789473,1.3157894736842106,1.0,1.894736842105263,1.6090909090909087,1.118181818181816,1.3196172248803824,1.4076555023923423
441,Example2,2001-04-02,Club1,Club9,1,2,A,,,,,2.39,3.26,2.61,1.93,1.73,2000/2001,second,0,3,1.2,1.3,1.45,1.5,1.3,1.25,1.609977324263038,1.1201814058956894,1.597477324263038,1.1326814058956893
442,Example2,2001-04-02,Club3,Club15,1,0,H,,,,,1.74,2.95,5.22,1.59,2.14,2000/2001,second,3,0,1.6,1.2,0.5,1.65,2.0,1.25,1.6085972850678727,1.1221719457013553,1.9960972850678727,0.7346719457013553
443,Example2,2001-04-02,Club4,Club14,0,4,A,,,,,1.86,3.37,3.98,2.13,1.65,2000/2001,second,0,3,1.4210526315789473,1.1052631578947367,1.7894736842105263,1.4736842105263157,1.4210526315789473,1.0526315789473684,1.6072234762979678,1.1196388261850994,1.6072234762979678,1.1196388261850994
444,Example2,2001-04-02,Club5,Club13,1,0,H,15.0,16.0,6.0,2.0,1.39,4.64,7.48,2.35,1.56,2000/2001,second,3,0,1.6,1.55,1.25,2.1500000000000004,1.45,0.95,1.603603603603603,1.126126126126124,1.841103603603603,0.8886261261261239
445,Example2,2001-04-02,Club6,Club12,4,0,H,18.0,18.0,8.0,5.0,1.93,3.71,3.77,2.32,1.59,2000/2001,second,3,0,1.5263157894736843,1.2105263157894737,1.5789473684210527,1.5789473684210527,1.5263157894736843,0.8947368421052632,1.6022471910112355,1.1235955056179754,1.6811945594322881,1.0446481371969227
446,Example2,2001-04-02,Club7,Club11,1,1,D,,,,,2.11,3.15,3.48,1.58,2.31,2000/2001,second,1,1,1.3,1.85,1.1500000000000001,1.15,1.2,1.65,1.6076233183856496,1.1210762331838544,1.4701233183856495,1.2585762331838546
447,Example2,2001-04-02,Club8,Club10,2,1,H,13.0,7.0,4.0,3.0,2.24,2.89,3.63,1.46,2.64,2000/2001,second,3,0,1.368421052631579,1.368421052631579,1.2105263157894737,0.8947368421052632,1.4736842105263157,1.631578947368421,1.6062639821029077,1.1208053691275148,1.527316613681855,1.1997527375485675
448,Example3,2001-04-02,Squad1,Squad9,1,0,H,,,,,1.88,3.21,3.9,1.55,2.33,2000/2001,second,3,0,1.9,1.2,1.2,0.8,1.9,1.4,1.6071428571428565,1.1205357142857124,1.6821428571428565,1.0455357142857125
449,Example3,2001-04-02,Squad3,Squad15,6,1,H,11.0,13.0,6.0,6.0,2.21,3.17,2.98,1.76,1.97,2000/2001,second,3,0,1.45,1.4,1.25,1.4,1.65,1.3,1.6057906458797322,1.1180400890868578,1.6557906458797322,1.0680400890868578
450,Example3,2001-04-02,Squad4,Squad14,0,1,A,9.0,10.0,4.0,6.0,5.14,3.62,1.64,1.99,1.76,2000/2001,second,0,3,1.263157894736842,1.368421052631579,1.6842105263157894,1.368421052631579,1.368421052631579,1.1578947368421053,1.615555555555555,1.117777777777776,1.5102923976608182,1.223040935672513
451,Example3,2001-04-02,Squad5,Squad13,2,1,H,12.0,10.0,5.0,4.0,2.16,3.39,3.23,1.9,1.88,2000/2001,second,3,0,1.2000000000000002,1.4,1.65,1.55,1.1,1.35,1.6119733924611968,1.1175166297117498,1.5369733924611968,1.1925166297117498
452,Example3,2001-04-02,Squad6,Squad12,0,0,D,,,,,2.21,2.99,3.22,1.55,2.31,2000/2001,second,1,1,1.3157894736842106,1.105263157894737,1.263157894736842,1.368421052631579,1.4210526315789473,1.2105263157894737,1.612831858407079,1.1172566371681396,1.6917792268281318,1.038309268747087
453,Example3,2001-04-02,Squad7,Squad11,0,1,A,24.0,11.0,3.0,4.0,3.09,3.34,2.3,1.88,1.9,2000/2001,second,0,3,1.45,1.1,1.35,1.35,1.45,1.15,1.6092715231788075,1.1147902869757154,1.6967715231788074,1.0272902869757154
454,Example3,2001-04-02,Squad8,Squad10,0,1,A,,,,,1.93,3.41,3.71,2.01,1.78,2000/2001,second,0,3,1.3157894736842106,1.4210526315789473,1.263157894736842,1.3157894736842106,1.4736842105263157,1.1578947368421053,1.6057268722466955,1.1145374449339185,1.5925689775098535,1.1276953396707605
455,Example1,2001-04-02,Team1,Team9,2,2,D,,,,,1.6,3.45,5.63,1.56,2.31,2000/2001,second,1,1,1.45,1.05,1.35,1.4,1.65,0.9,1.6021978021978016,1.114285714285712,1.7146978021978017,1.0017857142857123
456,Example1,2001-04-02,Team3,Team15,2,0,H,,,,,1.61,3.6,5.24,2.1,1.68,2000/2001,second,3,0,1.8,1.2500000000000002,1.35,1.45,1.85,1.2000000000000002,1.603070175438596,1.1162280701754366,1.765570175438596,0.9537280701754367
457,Example1,2001-04-02,Team4,Team14,1,1,D,,,,,2.77,3.21,2.37,1.78,1.97,2000/2001,second,1,1,1.368421052631579,0.7894736842105263,1.1578947368421053,1.0526315789473684,1.368421052631579,1.368421052631579,1.6039387308533912,1.113785557986869,1.7223597834849702,0.99536450535529
458,Example1,2001-04-02,Team5,Team13,2,1,H,,,,,1.75,3.42,4.3,1.9,1.86,2000/2001,second,3,0,1.8,1.8,1.35,1.2,1.1999999999999997,1.85,1.602620087336244,1.1135371179039282,1.5651200873362439,1.1510371179039283
459,Example1,2001-04-02,Team6,Team12,2,1,H,,,,,1.81,2.98,4.42,1.64,2.03,2000/2001,second,3,0,1.263157894736842,1.2105263157894737,1.2105263157894737,1.7894736842105263,1.631578947368421,1.0526315789473684,1.603485838779956,1.1132897603485818,1.7613805756220613,0.9553950235064765
460,Example1,2001-04-02,Team7,Team11,0,2,A,14.0,10.0,6.0,7.0,1.42,4.86,6.6,2.6,1.48,2000/2001,second,0,3,1.1,1.5,1.4499999999999997,0.75,1.0,2.05,1.604347826086956,1.1130434782608676,1.329347826086956,1.3880434782608675
461,Example1,2001-04-02,Team8,Team10,4,0,H,17.0,8.0,6.0,2.0,1.19,6.47,13.95,2.46,1.52,2000/2001,second,3,0,1.4736842105263157,1.6842105263157894,1.631578947368421,1.7894736842105263,1.2105263157894737,1.5263157894736843,1.6008676789587848,1.1149674620390435,1.5877097842219428,1.1281253567758855
462,Example2,2001-04-12,Club10,Club6,1,0,H,13.0,11.0,6.0,6.0,3.01,3.31,2.28,1.92,1.86,2000/2001,second,3,0,1.35,1.65,0.95,1.5,1.55,1.6,1.6060606060606055,1.1125541125541105,1.6685606060606055,1.0500541125541105
463,Example2,2001-04-12,Club11,Club5,2,0,H,,,,,1.45,4.31,7.08,1.96,1.82,2000/2001,second,3,0,1.8095238095238095,1.5714285714285714,1.1428571428571428,1.1904761904761905,1.619047619047619,1.5238095238095237,1.60475161987041,1.1101511879049657,1.6761801912989813,1.0387226164763943
464,Example2,2001-04-12,Club12,Club4,0,0,D,19.0,7.0,2.0,1.0,1.56,3.72,6.42,1.85,1.92,2000/2001,second,1,1,1.15,1.35,1.7,1.9,0.85,1.35,1.6056034482758617,1.1077586206896533,1.6056034482758617,1.1077586206896533
465,Example2,2001-04-12,Club13,Club3,0,1,A,28.0,8.0,11.0,2.0,3.04,3.58,2.27,2.34,1.59,2000/2001,second,0,3,1.4761904761904763,1.5714285714285714,2.095238095238096,0.47619047619047616,0.9047619047619048,2.0476190476190474,1.602150537634408,1.1053763440860196,1.1735791090629792,1.5339477726574482
466,Example2,2001-04-12,Club14,Club2,0,0,D,6.0,16.0,2.0,4.0,3.55,3.29,2.07,1.76,2.03,2000/2001,second,1,1,1.2499999999999998,1.25,1.4,1.55,1.15,1.4,1.5987124463519309,1.1051502145922727,1.636212446351931,1.0676502145922728
467,Example2,2001-04-12,Club8,Club1,1,0,H,9.0,12.0,3.0,0.0,2.18,3.11,3.46,1.61,2.26,2000/2001,second,3,0,1.4,1.1904761904761905,1.2,1.4761904761904763,1.55,1.2380952380952381,1.5952890792291217,1.1027837259100624,1.716717650657693,0.9813551544814909
468,Example2,2001-04-12,Club9,Club7,2,0,H,,,,,1.54,3.67,5.86,1.77,1.98,2000/2001,second,3,0,1.3333333333333333,1.2857142857142858,1.4761904761904763,1.142857142857143,1.3333333333333333,1.1904761904761905,1.5940170940170935,1.1004273504273485,1.522588522588522,1.17185592185592
469,Example3,2001-04-12,Squad10,Squad6,1,1,D,,,,,2.94,3.33,2.33,1.91,1.85,2000/2001,second,1,1,1.4,1.25,1.25,1.2,1.25,1.4,1.594882729211087,1.0980810234541558,1.619882729211087,1.073081023454156
470,Example3,2001-04-12,Squad11,Squad5,0,0,D,,,,,2.5,3.0,2.78,1.64,2.14,2000/2001,second,1,1,1.0952380952380953,1.2380952380952384,1.2857142857142858,1.619047619047619,1.2380952380952381,1.1904761904761905,1.5936170212765952,1.09787234042553,1.6412360688956427,1.0502532928064823
471,Example3,2001-04-12,Squad12,Squad4,1,3,A,5.0,11.0,2.0,5.0,11.9,6.26,1.23,2.82,1.4,2000/2001,second,0,3,1.0500000000000003,1.2,1.3,1.65,1.2,1.3,1.5902335456475578,1.0955414012738833,1.6402335456475579,1.0455414012738833
472,Example3,2001-04-12,Squad13,Squad3,1,2,A,8.0,17.0,3.0,7.0,4.17,3.24,1.94,1.61,2.3,2000/2001,second,0,3,1.380952380952381,1.6666666666666667,1.5714285714285714,1.2380952380952381,1.2857142857142858,1.7142857142857142,1.5889830508474572,1.0995762711864387,1.4342211460855525,1.2543381759483436
